sheet,obj_code,obj_code_name,txn_date,doc_type,doc_number,origin,post_date,ref_doc_number,org_doc_number,entry_description,doc_description,vendor,budget_amount,actuals_amount,encumbrance_amount
1101935 FY24,7690,Scientific Equipment,2024-06-06,PRNC,28062536,01,2024-06-06,749517,,NIKON INSTRUMENTS INC,PO: 749517 Vendor: NIKON INSTRUMENTS INC Account: UA 1101935 Amount: 540233.87 Pay Date: 06/19/2024,NIKON INSTRUMENTS INC,0.0,220233.62,-220233.87
1101935 FY24,7690,Scientific Equipment,2024-06-14,PRNC,28152614,01,2024-06-14,753373,,FISHER SCIENTIFIC COMPANY LLC,PO: 753373 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 16928.75 Pay Date: 07/02/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,16028.75,-16986.17
1101935 FY24,7690,Scientific Equipment,,,28152642,01,2024-06-14,753373,,FISHER SCIENTIFIC COMPANY LLC,PO: 753373 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 23796.86 Pay Date: 07/07/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,18881.04,-18881.04
1101935 FY24,7690,Scientific Equipment,2024-06-21,PRNC,28216743,01,2024-06-21,753373,,FISHER SCIENTIFIC COMPANY LLC,PO: 753373 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 12713.31 Pay Date: 07/10/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,12713.31,-12713.31
1101935 FY25,0932,Budget Adjustment Income Transfer,2025-02-07,TF,B217367,BO,2025-02-07,,2025020750,FY25 ENGR COMMITMENT TO MCGHEE STARTUP P,,,0.0,-219462.0,0.0
1101935 FY25,1000,Personal Services-Budget,2025-02-07,BTR,B217367,BO,2025-02-07,,2025020750,FY25 ENGR COMMITMENT TO MCGHEE STARTUP P,,,219462.0,0.0,0.0
1101935 FY25,1190,Graduate Asst/Assoc Salaries (ere 8),2025-01-22,LLPE,20250122200001,UE,2025-01-22,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,10537.0
1101935 FY25,1190,Graduate Asst/Assoc Salaries (ere 8),2025-02-05,LLPE,20250205200001,MF,2025-02-05,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-1171.0
1101935 FY25,1190,Graduate Asst/Assoc Salaries (ere 8),,LLPR,20250207100001,UE,2025-02-05,,07,NORMAL PAYROLL ACTIVITY,,,0.0,2341.5,0.0
1101935 FY25,1190,Graduate Asst/Assoc Salaries (ere 8),2025-02-07,ST,30115321,01,2025-02-07,,,Alia Rose Starman,Salary Expense Transfer - Salary Expense Transfer Alia Starman,,0.0,-2341.5,0.0
1101935 FY25,1190,Graduate Asst/Assoc Salaries (ere 8),2025-02-10,LLPE,20250210200000,MF,2025-02-10,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-9366.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),2024-07-08,LLPE,20240707200001,UE,2024-07-08,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,563.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),2024-07-17,LLPE,20240717200001,MF,2024-07-17,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-81.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),2024-07-24,LLPE,20240724200001,MF,2024-07-24,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-160.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),,LLPR,20240726100001,UE,2024-07-24,,01,NORMAL PAYROLL ACTIVITY,,,0.0,3216.4,0.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),2024-08-07,LLPE,20240807200001,MF,2024-08-07,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-161.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),,LLPR,20240809100001,UE,2024-08-07,,01,NORMAL PAYROLL ACTIVITY,,,0.0,3216.4,0.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),2024-08-21,LLPE,20240821200000,MF,2024-08-21,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-161.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),,LLPR,20240823100001,UE,2024-08-21,,02,NORMAL PAYROLL ACTIVITY,,,0.0,3216.4,0.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),2025-05-19,LLPE,20250519200001,UE,2025-05-19,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,418.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),2025-06-11,LLPE,20250611200001,MF,2025-06-11,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-161.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),,LLPR,20250613100001,UE,2025-06-11,,11,NORMAL PAYROLL ACTIVITY,,,0.0,2573.12,0.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),,,,,,,12,NORMAL PAYROLL ACTIVITY,,,0.0,3216.4,0.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),2025-06-25,LLPE,20250625200001,MF,2025-06-25,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-161.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),,LLPR,20250627100001,UE,2025-06-25,,12,NORMAL PAYROLL ACTIVITY,,,0.0,5789.52,0.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),2025-07-09,LLPR,20250711100001,UE,2025-07-09,,12,NORMAL PAYROLL ACTIVITY,,,0.0,2251.48,0.0
1101935 FY25,1212,Supp Com Regular App/Fac (ere 4),2025-07-11,LLPE,20250630200000,MF,2025-07-11,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-96.0
1101935 FY25,1213,Supp Comp Grad (ere 8),2025-05-14,LLPE,20250514200001,UE,2025-05-14,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,102.0
1101935 FY25,1213,Supp Comp Grad (ere 8),2025-06-11,LLPE,20250611200001,MF,2025-06-11,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-39.0
1101935 FY25,1213,Supp Comp Grad (ere 8),,LLPR,20250613100001,UE,2025-06-11,,11,NORMAL PAYROLL ACTIVITY,,,0.0,588.33,0.0
1101935 FY25,1213,Supp Comp Grad (ere 8),,,,,,,12,NORMAL PAYROLL ACTIVITY,,,0.0,588.33,0.0
1101935 FY25,1213,Supp Comp Grad (ere 8),2025-06-25,LLPE,20250625200001,MF,2025-06-25,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-39.0
1101935 FY25,1213,Supp Comp Grad (ere 8),,LLPR,20250627100001,UE,2025-06-25,,12,NORMAL PAYROLL ACTIVITY,,,0.0,1176.66,0.0
1101935 FY25,1213,Supp Comp Grad (ere 8),2025-07-09,LLPR,20250711100001,UE,2025-07-09,,12,NORMAL PAYROLL ACTIVITY,,,0.0,745.22,0.0
1101935 FY25,1213,Supp Comp Grad (ere 8),2025-07-11,LLPE,20250630200000,MF,2025-07-11,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-24.0
1101935 FY25,1340,Student Wages (ere1),2024-08-21,LLPE,20240821200001,UE,2024-08-21,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,16385.0
1101935 FY25,1340,Student Wages (ere1),2024-09-04,LLPE,20240904200001,MF,2024-09-04,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-725.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20240906100001,UE,2024-09-04,,02,NORMAL PAYROLL ACTIVITY,,,0.0,696.0,0.0
1101935 FY25,1340,Student Wages (ere1),2024-09-18,LLPE,20240918200001,MF,2024-09-18,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-725.0
1101935 FY25,1340,Student Wages (ere1),2024-10-02,LLPE,20241002200001,MF,2024-10-02,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-725.0
1101935 FY25,1340,Student Wages (ere1),2024-10-16,LLPE,20241016200001,MF,2024-10-16,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-725.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20241018100001,UE,2024-10-16,,03,NORMAL PAYROLL ACTIVITY,,,0.0,561.15,0.0
1101935 FY25,1340,Student Wages (ere1),,,,,,,04,NORMAL PAYROLL ACTIVITY,,,0.0,482.85,0.0
1101935 FY25,1340,Student Wages (ere1),2024-10-30,LLPR,20241101100001,UE,2024-10-30,,04,NORMAL PAYROLL ACTIVITY,,,0.0,790.25,0.0
1101935 FY25,1340,Student Wages (ere1),2024-11-01,LLPE,20241101200001,MF,2024-11-01,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-725.0
1101935 FY25,1340,Student Wages (ere1),2024-11-13,LLPE,20241113200001,MF,2024-11-13,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-725.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20241115100001,UE,2024-11-13,,04,NORMAL PAYROLL ACTIVITY,,,0.0,887.4,0.0
1101935 FY25,1340,Student Wages (ere1),,,,,,,05,NORMAL PAYROLL ACTIVITY,,,0.0,156.6,0.0
1101935 FY25,1340,Student Wages (ere1),2024-11-25,LLPE,20241125200001,MF,2024-11-25,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-725.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20241127100001,UE,2024-11-25,,05,NORMAL PAYROLL ACTIVITY,,,0.0,166.75,0.0
1101935 FY25,1340,Student Wages (ere1),2024-12-11,LLPE,20241211200001,MF,2024-12-11,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-725.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20241213100001,UE,2024-12-11,,05,NORMAL PAYROLL ACTIVITY,,,0.0,467.63,0.0
1101935 FY25,1340,Student Wages (ere1),,,,,,,06,NORMAL PAYROLL ACTIVITY,,,0.0,192.12,0.0
1101935 FY25,1340,Student Wages (ere1),2024-12-20,LLPE,20241220200001,MF,2024-12-20,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-725.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20241227100001,UE,2024-12-20,,06,NORMAL PAYROLL ACTIVITY,,,0.0,1174.5,0.0
1101935 FY25,1340,Student Wages (ere1),2024-12-23,LLPE,20241223200001,MF,2024-12-23,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,136.0
1101935 FY25,1340,Student Wages (ere1),2025-01-08,LLPE,20250108200001,MF,2025-01-08,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-735.0
1101935 FY25,1340,Student Wages (ere1),2025-01-22,LLPE,20250122200001,MF,2025-01-22,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-735.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20250124100001,UE,2025-01-22,,07,NORMAL PAYROLL ACTIVITY,,,0.0,676.2,0.0
1101935 FY25,1340,Student Wages (ere1),2025-02-05,LLPE,20250205200001,MF,2025-02-05,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-735.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20250207100001,UE,2025-02-05,,07,NORMAL PAYROLL ACTIVITY,,,0.0,470.4,0.0
1101935 FY25,1340,Student Wages (ere1),2025-02-19,LLPE,20250219200001,MF,2025-02-19,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-735.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20250221100001,UE,2025-02-19,,08,NORMAL PAYROLL ACTIVITY,,,0.0,808.5,0.0
1101935 FY25,1340,Student Wages (ere1),2025-03-05,LLPE,20250305200001,MF,2025-03-05,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-735.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20250307100001,UE,2025-03-05,,08,NORMAL PAYROLL ACTIVITY,,,0.0,639.45,0.0
1101935 FY25,1340,Student Wages (ere1),2025-03-19,LLPE,20250319200001,MF,2025-03-19,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-735.0
1101935 FY25,1340,Student Wages (ere1),2025-04-02,LLPE,20250402200001,MF,2025-04-02,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-735.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20250404100001,UE,2025-04-02,,09,NORMAL PAYROLL ACTIVITY,,,0.0,1418.55,0.0
1101935 FY25,1340,Student Wages (ere1),2025-04-16,LLPE,20250416200001,MF,2025-04-16,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-735.0
1101935 FY25,1340,Student Wages (ere1),2025-04-30,LLPR,20250502100001,UE,2025-04-30,,10,NORMAL PAYROLL ACTIVITY,,,0.0,823.2,0.0
1101935 FY25,1340,Student Wages (ere1),2025-05-01,LLPE,20250501200001,MF,2025-05-01,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-735.0
1101935 FY25,1340,Student Wages (ere1),2025-05-14,LLPE,20250514200001,MF,2025-05-14,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-735.0
1101935 FY25,1340,Student Wages (ere1),2025-05-16,LLPE,20250516200001,MF,2025-05-16,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-2278.0
1101935 FY25,1340,Student Wages (ere1),2025-05-28,LLPE,20250528200000,MF,2025-05-28,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-368.0
1101935 FY25,1340,Student Wages (ere1),,LLPR,20250530100001,UE,2025-05-28,,11,NORMAL PAYROLL ACTIVITY,,,0.0,389.55,0.0
1101935 FY25,2117,Student Employees ERE,2024-08-21,LLPE,20240821200001,UE,2024-08-21,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,327.7
1101935 FY25,2117,Student Employees ERE,2024-09-04,LLPE,20240904200001,MF,2024-09-04,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.5
1101935 FY25,2117,Student Employees ERE,,LLPR,20240906100001,UE,2024-09-04,,02,NORMAL PAYROLL ACTIVITY,,,0.0,13.92,0.0
1101935 FY25,2117,Student Employees ERE,2024-09-18,LLPE,20240918200001,MF,2024-09-18,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.5
1101935 FY25,2117,Student Employees ERE,2024-10-02,LLPE,20241002200001,MF,2024-10-02,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.5
1101935 FY25,2117,Student Employees ERE,2024-10-16,LLPE,20241016200001,MF,2024-10-16,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.5
1101935 FY25,2117,Student Employees ERE,,LLPR,20241018100001,UE,2024-10-16,,03,NORMAL PAYROLL ACTIVITY,,,0.0,11.22,0.0
1101935 FY25,2117,Student Employees ERE,,,,,,,04,NORMAL PAYROLL ACTIVITY,,,0.0,9.66,0.0
1101935 FY25,2117,Student Employees ERE,2024-10-30,LLPR,20241101100001,UE,2024-10-30,,04,NORMAL PAYROLL ACTIVITY,,,0.0,15.81,0.0
1101935 FY25,2117,Student Employees ERE,2024-11-01,LLPE,20241101200001,MF,2024-11-01,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.5
1101935 FY25,2117,Student Employees ERE,2024-11-13,LLPE,20241113200001,MF,2024-11-13,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.5
1101935 FY25,2117,Student Employees ERE,,LLPR,20241115100001,UE,2024-11-13,,04,NORMAL PAYROLL ACTIVITY,,,0.0,17.75,0.0
1101935 FY25,2117,Student Employees ERE,,,,,,,05,NORMAL PAYROLL ACTIVITY,,,0.0,3.13,0.0
1101935 FY25,2117,Student Employees ERE,2024-11-25,LLPE,20241125200001,MF,2024-11-25,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.5
1101935 FY25,2117,Student Employees ERE,,LLPR,20241127100001,UE,2024-11-25,,05,NORMAL PAYROLL ACTIVITY,,,0.0,3.34,0.0
1101935 FY25,2117,Student Employees ERE,2024-12-11,LLPE,20241211200001,MF,2024-12-11,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.5
1101935 FY25,2117,Student Employees ERE,,LLPR,20241213100001,UE,2024-12-11,,05,NORMAL PAYROLL ACTIVITY,,,0.0,9.35,0.0
1101935 FY25,2117,Student Employees ERE,,,,,,,06,NORMAL PAYROLL ACTIVITY,,,0.0,3.84,0.0
1101935 FY25,2117,Student Employees ERE,2024-12-20,LLPE,20241220200001,MF,2024-12-20,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.5
1101935 FY25,2117,Student Employees ERE,,LLPR,20241227100001,UE,2024-12-20,,06,NORMAL PAYROLL ACTIVITY,,,0.0,23.49,0.0
1101935 FY25,2117,Student Employees ERE,2024-12-23,LLPE,20241223200001,MF,2024-12-23,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,2.72
1101935 FY25,2117,Student Employees ERE,2025-01-08,LLPE,20250108200001,MF,2025-01-08,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.7
1101935 FY25,2117,Student Employees ERE,2025-01-22,LLPE,20250122200001,MF,2025-01-22,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.7
1101935 FY25,2117,Student Employees ERE,,LLPR,20250124100001,UE,2025-01-22,,07,NORMAL PAYROLL ACTIVITY,,,0.0,13.52,0.0
1101935 FY25,2117,Student Employees ERE,2025-02-05,LLPE,20250205200001,MF,2025-02-05,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.7
1101935 FY25,2117,Student Employees ERE,,LLPR,20250207100001,UE,2025-02-05,,07,NORMAL PAYROLL ACTIVITY,,,0.0,9.41,0.0
1101935 FY25,2117,Student Employees ERE,2025-02-19,LLPE,20250219200001,MF,2025-02-19,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.7
1101935 FY25,2117,Student Employees ERE,,LLPR,20250221100001,UE,2025-02-19,,08,NORMAL PAYROLL ACTIVITY,,,0.0,16.17,0.0
1101935 FY25,2117,Student Employees ERE,2025-03-05,LLPE,20250305200001,MF,2025-03-05,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.7
1101935 FY25,2117,Student Employees ERE,,LLPR,20250307100001,UE,2025-03-05,,08,NORMAL PAYROLL ACTIVITY,,,0.0,12.79,0.0
1101935 FY25,2117,Student Employees ERE,2025-03-19,LLPE,20250319200001,MF,2025-03-19,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.7
1101935 FY25,2117,Student Employees ERE,2025-04-02,LLPE,20250402200001,MF,2025-04-02,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.7
1101935 FY25,2117,Student Employees ERE,,LLPR,20250404100001,UE,2025-04-02,,09,NORMAL PAYROLL ACTIVITY,,,0.0,28.38,0.0
1101935 FY25,2117,Student Employees ERE,2025-04-16,LLPE,20250416200001,MF,2025-04-16,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.7
1101935 FY25,2117,Student Employees ERE,2025-04-30,LLPR,20250502100001,UE,2025-04-30,,10,NORMAL PAYROLL ACTIVITY,,,0.0,16.47,0.0
1101935 FY25,2117,Student Employees ERE,2025-05-01,LLPE,20250501200001,MF,2025-05-01,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.7
1101935 FY25,2117,Student Employees ERE,2025-05-14,LLPE,20250514200001,MF,2025-05-14,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-14.7
1101935 FY25,2117,Student Employees ERE,2025-05-16,LLPE,20250516200001,MF,2025-05-16,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-45.56
1101935 FY25,2117,Student Employees ERE,2025-05-28,LLPE,20250528200000,MF,2025-05-28,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-7.36
1101935 FY25,2117,Student Employees ERE,,LLPR,20250530100001,UE,2025-05-28,,11,NORMAL PAYROLL ACTIVITY,,,0.0,7.79,0.0
1101935 FY25,2119,Graduate Assistants ERE,2025-01-22,LLPE,20250122200001,UE,2025-01-22,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,1369.81
1101935 FY25,2119,Graduate Assistants ERE,2025-02-05,LLPE,20250205200001,MF,2025-02-05,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-152.23
1101935 FY25,2119,Graduate Assistants ERE,,LLPR,20250207100001,UE,2025-02-05,,07,NORMAL PAYROLL ACTIVITY,,,0.0,304.4,0.0
1101935 FY25,2119,Graduate Assistants ERE,2025-02-07,ST,30115321,01,2025-02-07,,,Alia Rose Starman,Salary Expense Transfer - Salary Expense Transfer Alia Starman,,0.0,-304.4,0.0
1101935 FY25,2119,Graduate Assistants ERE,2025-02-10,LLPE,20250210200000,MF,2025-02-10,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-1217.58
1101935 FY25,2119,Graduate Assistants ERE,2025-05-14,LLPE,20250514200001,UE,2025-05-14,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,13.26
1101935 FY25,2119,Graduate Assistants ERE,2025-06-11,LLPE,20250611200001,MF,2025-06-11,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-5.07
1101935 FY25,2119,Graduate Assistants ERE,,LLPR,20250613100001,UE,2025-06-11,,11,NORMAL PAYROLL ACTIVITY,,,0.0,76.48,0.0
1101935 FY25,2119,Graduate Assistants ERE,,,,,,,12,NORMAL PAYROLL ACTIVITY,,,0.0,76.48,0.0
1101935 FY25,2119,Graduate Assistants ERE,2025-06-25,LLPE,20250625200001,MF,2025-06-25,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-5.07
1101935 FY25,2119,Graduate Assistants ERE,,LLPR,20250627100001,UE,2025-06-25,,12,NORMAL PAYROLL ACTIVITY,,,0.0,152.96,0.0
1101935 FY25,2119,Graduate Assistants ERE,2025-07-09,LLPR,20250711100001,UE,2025-07-09,,12,NORMAL PAYROLL ACTIVITY,,,0.0,96.88,0.0
1101935 FY25,2119,Graduate Assistants ERE,2025-07-11,LLPE,20250630200000,MF,2025-07-11,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-3.12
1101935 FY25,2121,Employee Full-Benefit ERE,2024-07-08,LLPE,20240707200001,UE,2024-07-08,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,180.16
1101935 FY25,2121,Employee Full-Benefit ERE,2024-07-17,LLPE,20240717200001,MF,2024-07-17,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-25.92
1101935 FY25,2121,Employee Full-Benefit ERE,2024-07-24,LLPE,20240724200001,MF,2024-07-24,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-51.2
1101935 FY25,2121,Employee Full-Benefit ERE,,LLPR,20240726100001,UE,2024-07-24,,01,NORMAL PAYROLL ACTIVITY,,,0.0,1029.25,0.0
1101935 FY25,2121,Employee Full-Benefit ERE,2024-08-07,LLPE,20240807200001,MF,2024-08-07,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-51.52
1101935 FY25,2121,Employee Full-Benefit ERE,,LLPR,20240809100001,UE,2024-08-07,,01,NORMAL PAYROLL ACTIVITY,,,0.0,1029.25,0.0
1101935 FY25,2121,Employee Full-Benefit ERE,2024-08-21,LLPE,20240821200000,MF,2024-08-21,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-51.52
1101935 FY25,2121,Employee Full-Benefit ERE,,LLPR,20240823100001,UE,2024-08-21,,02,NORMAL PAYROLL ACTIVITY,,,0.0,1029.25,0.0
1101935 FY25,2121,Employee Full-Benefit ERE,2025-05-19,LLPE,20250519200001,UE,2025-05-19,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,133.76
1101935 FY25,2121,Employee Full-Benefit ERE,2025-06-11,LLPE,20250611200001,MF,2025-06-11,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-51.52
1101935 FY25,2121,Employee Full-Benefit ERE,,LLPR,20250613100001,UE,2025-06-11,,11,NORMAL PAYROLL ACTIVITY,,,0.0,823.4,0.0
1101935 FY25,2121,Employee Full-Benefit ERE,,,,,,,12,NORMAL PAYROLL ACTIVITY,,,0.0,1029.25,0.0
1101935 FY25,2121,Employee Full-Benefit ERE,2025-06-25,LLPE,20250625200001,MF,2025-06-25,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-51.52
1101935 FY25,2121,Employee Full-Benefit ERE,,LLPR,20250627100001,UE,2025-06-25,,12,NORMAL PAYROLL ACTIVITY,,,0.0,1852.65,0.0
1101935 FY25,2121,Employee Full-Benefit ERE,2025-07-09,LLPR,20250711100001,UE,2025-07-09,,12,NORMAL PAYROLL ACTIVITY,,,0.0,720.47,0.0
1101935 FY25,2121,Employee Full-Benefit ERE,2025-07-11,LLPE,20250630200000,MF,2025-07-11,,,PAYROLL ENCUMBRANCES,,,0.0,0.0,-30.72
1101935 FY25,3510,R/M Services-Buildings,2025-07-11,YEGE,31553281,01,2025-07-11,,,01-30783481: FM-20240926FM1: S5914/Jo...,Year End General Error Correction - Moving expenses to correct account,,0.0,29.38,0.0
1101935 FY25,3510,R/M Services-Buildings,,,,,,,,01-30783481: FM-20241016FM1: S5914/Jo...,Year End General Error Correction - Moving expenses to correct account,,0.0,62.5,0.0
1101935 FY25,3510,R/M Services-Buildings,,,,,,,,01-30783481: FM-20241219FM1: S5914/Jo...,Year End General Error Correction - Moving expenses to correct account,,0.0,250.0,0.0
1101935 FY25,3870,Express Shipping,2025-07-11,YEGE,31553281,01,2025-07-11,,,01-28659256: Delivery,Year End General Error Correction - Moving expenses to correct account,,0.0,95.32,0.0
1101935 FY25,4620,Software Licenses/Royalties,2024-12-23,PCDO,29669157,01,2024-12-23,,,Yearly chat gpt subscription,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 136964 / OPENAI CHATGPT SUBSCR / $652.20",,0.0,652.2,0.0
1101935 FY25,4620,Software Licenses/Royalties,2025-07-11,YEGE,31553281,01,2025-07-11,,,01-28849510: Aid for LaTex code,Year End General Error Correction - Moving expenses to correct account,,0.0,199.0,0.0
1101935 FY25,4620,Software Licenses/Royalties,,,,,,,,01-28849510: Use Tax 5.600% on 199.00,Year End General Error Correction - Moving expenses to correct account,,0.0,11.14,0.0
1101935 FY25,4620,Software Licenses/Royalties,,,,,,,,01-28915583: Coding development,Year End General Error Correction - Moving expenses to correct account,,0.0,100.0,0.0
1101935 FY25,4840,Printing & Lithography,2024-12-05,SB,29652192,01,2024-12-05,,,FAST COPY 11/20/24,Service Billing - Fast Copy Nov Service Billing,,0.0,128.91,0.0
1101935 FY25,5150,Data Processing Supplies,2025-07-11,YEGE,31553281,01,2025-07-11,,,01-30637468: WIFI Adapter,Year End General Error Correction - Moving expenses to correct account,,0.0,102.69,0.0
1101935 FY25,5180,Educational Supplies,2024-09-01,PCDO,28709698,01,2024-09-03,,,Lenovo desktop computer,Procurement Card - Auto Approve 09/01/2024 12:47 AM / 79486 / AMZN Mktp US RU5TF6F00 / $250.00,,0.0,250.0,0.0
1101935 FY25,5180,Educational Supplies,2024-10-25,PCDO,29206717,01,2024-10-25,,,Dry Erase markers for students,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 109864 / AMZN Mktp US C10KP4133 / $17.70",,0.0,17.7,0.0
1101935 FY25,5180,Educational Supplies,2024-10-26,PCDO,29206718,01,2024-10-28,,,Dry Erase markers for students,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 109799 / AMAZON MARK BM2FQ9IO3 / $40.50",,0.0,40.5,0.0
1101935 FY25,5220,Housekeeping Supplies,2025-01-21,PCDO,29842942,01,2025-01-21,,,mop and broom to clean the lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 147214 / THE HOME DEPOT #0486 / $107.62",,0.0,107.62,0.0
1101935 FY25,5230,Office Supplies,2024-10-01,PCDO,28982577,01,2024-10-01,,,Supplies for building drawers in the lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 95192 / THE HOME DEPOT #0486 / $586.69",,0.0,586.69,0.0
